Age,Number_of_Referrals,Tenure_in_Months,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_ID,Gender,Married,State,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Customer_Status,Churn_Category,Churn_Reason
23,6,1,116.3,8309.55,0.0,0,204.48,8514.03,78178-UTT,Male,Yes,Uttarakhand,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
66,9,8,89.0,605.45,0.0,0,293.79,899.24,31311-PUN,Male,Yes,Punjab,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
51,4,36,74.4,1972.35,0.0,0,1259.82,3232.17,78389-KER,Female,No,Kerala,Deal 3,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
31,5,5,20.05,33.7,0.0,0,3.62,37.32,22119-WES,Male,Yes,West Bengal,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
31,9,3,35.05,844.45,0.0,0,0.0,844.45,47077-WES,Female,Yes,West Bengal,Deal 3,No,Unknown,Yes,Cable,Yes,No,No,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
77,0,25,74.75,2111.3,0.0,0,1158.3,3269.6,94522-JHA,Male,Yes,Jharkhand,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
69,3,7,105.5,6205.5,0.0,0,982.52,7188.02,53287-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Churned,Attitude,Attitude of support person
29,13,7,85.25,855.3,0.0,100,20.2,975.5,21811-CHH,Male,No,Chhattisgarh,Deal 4,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor offered more data
64,2,15,75.2,633.85,0.0,0,83.43,717.28,16554-RAJ,Female,No,Rajasthan,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
83,3,1,84.35,474.9,0.0,0,172.26,647.16,32681-MAH,Female,Yes,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Deceased
46,1,34,84.45,5848.6,0.0,40,2685.48,8574.08,92676-MAH,Male,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,No,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
65,4,13,102.4,6471.85,0.0,0,689.7,7161.55,37347-AND,Female,No,Andhra Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
28,11,10,115.55,8127.6,0.0,0,714.7,8842.3,53535-ASS,Female,No,Assam,Deal 1,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,No,Credit Card,Churned,Dissatisfaction,Network reliability
58,6,35,25.3,676.35,0.0,0,139.25,815.6,39219-KAR,Female,Yes,Karnataka,Deal 3,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Bank Withdrawal,Churned,Price,Long distance charges
49,9,32,19.25,864.2,0.0,0,1119.18,1983.38,17059-RAJ,Female,Yes,Rajasthan,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
68,8,28,114.65,6049.5,0.0,0,615.6,6665.1,23294-TAM,Female,Yes,Tamil Nadu,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
58,10,35,105.1,1582.75,0.0,0,335.85,1918.6,47612-AND,Female,Yes,Andhra Pradesh,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor made better offer
46,14,30,19.4,198.1,0.0,0,99.0,297.1,14331-DEL,Female,Yes,Delhi,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
46,5,33,50.35,1098.85,0.0,0,0.0,1098.85,76357-UTT,Female,No,Uttar Pradesh,Unknown,No,Unknown,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
19,14,11,57.8,4039.3,1.01,0,0.0,4038.29,77938-MAD,Female,No,Madhya Pradesh,Unknown,No,Unknown,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
51,3,29,84.3,2438.6,0.0,130,741.9,3310.5,81013-RAJ,Male,Yes,Rajasthan,Deal 3,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
21,10,10,100.55,7113.75,16.99,0,2012.14,9108.9,17799-UTT,Male,No,Uttar Pradesh,Deal 1,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
30,13,6,19.8,576.65,0.0,0,294.3,870.95,46189-MAH,Female,No,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
21,1,1,84.8,371.9,0.0,0,115.08,486.98,62148-JAM,Male,Yes,Jammu & Kashmir,Deal 5,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
61,7,8,85.85,167.3,0.0,0,28.28,195.58,31049-TAM,Female,No,Tamil Nadu,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
21,8,7,19.95,219.5,0.0,0,78.6,298.1,11340-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
70,10,15,75.35,273.4,0.0,0,145.6,419.0,41758-BIH,Male,No,Bihar,Deal 5,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
65,11,24,48.8,2555.05,0.0,0,0.0,2555.05,63633-KAR,Male,Yes,Karnataka,Deal 2,No,Unknown,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
20,6,11,47.15,223.15,0.0,0,110.05,333.2,74023-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Cable,No,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor made better offer
35,14,1,20.15,165.5,0.0,0,22.96,188.46,14575-MAH,Male,No,Maharashtra,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Credit Card,Stayed,Unknown,Unknown
78,2,10,44.3,89.3,0.0,0,47.82,137.12,79168-UTT,Female,No,Uttar Pradesh,Deal 5,Yes,No,Yes,Cable,No,No,No,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Joined,Unknown,Unknown
47,6,33,84.3,235.05,0.0,0,41.16,276.21,66712-GUJ,Female,Yes,Gujarat,Deal 5,Yes,No,Yes,Fiber Optic,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
35,4,32,59.55,1144.6,0.0,0,225.15,1369.75,72939-GUJ,Male,No,Gujarat,Deal 4,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
56,6,18,69.65,4908.25,0.0,0,263.52,5171.77,57115-BIH,Female,Yes,Bihar,Deal 1,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
77,13,26,36.1,2298.9,0.0,0,0.0,2298.9,68244-TAM,Male,Yes,Tamil Nadu,Deal 2,No,Unknown,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
41,10,23,56.6,3789.2,0.0,0,0.0,3789.2,22915-MAH,Female,Yes,Maharashtra,Unknown,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
28,0,21,75.9,75.9,0.0,0,44.56,120.46,32554-DEL,Male,No,Delhi,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
20,4,6,79.2,4765.0,0.0,0,917.4,5682.4,69435-MAD,Female,Yes,Madhya Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,No,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
42,12,2,45.0,2196.3,0.0,0,0.0,2196.3,76712-AND,Female,No,Andhra Pradesh,Unknown,No,Unknown,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
50,15,7,85.55,85.55,0.0,0,33.34,118.89,65631-RAJ,Female,No,Rajasthan,Deal 5,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Churned,Other,Moved
50,8,7,93.35,1444.65,0.0,0,733.95,2178.6,86508-UTT,Male,No,Uttar Pradesh,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
64,4,9,109.65,5405.8,0.0,0,1728.5,7134.3,87360-MAH,Female,No,Maharashtra,Deal 2,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
20,3,1,89.7,6339.3,0.0,0,2430.0,8769.3,46487-KAR,Female,No,Karnataka,Deal 1,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
32,9,26,84.25,3847.6,0.0,100,1990.42,5938.02,38198-KER,Female,No,Kerala,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
38,10,24,92.65,6733.0,0.0,0,2160.0,8893.0,75857-MAH,Female,No,Maharashtra,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
36,2,4,19.7,19.7,0.0,0,34.28,53.98,53815-BIH,Female,No,Bihar,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Joined,Unknown,Unknown
20,6,3,50.1,50.1,0.0,0,29.13,79.23,34110-MAH,Female,Yes,Maharashtra,Unknown,Yes,Yes,Yes,Cable,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Joined,Unknown,Unknown
64,13,29,92.45,6140.85,0.0,0,172.19,6313.04,32391-BIH,Male,Yes,Bihar,Deal 1,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
46,2,5,79.65,3870.3,0.0,0,429.12,4299.42,12266-HAR,Female,No,Haryana,Unknown,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
21,12,12,109.9,7624.2,0.0,0,3017.52,10641.72,97111-KAR,Female,Yes,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
65,1,32,81.4,4354.45,0.0,0,2149.68,6504.13,83158-TAM,Male,Yes,Tamil Nadu,Deal 2,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
40,13,15,50.55,3431.75,0.0,0,3142.3,6574.05,67464-KAR,Female,No,Karnataka,Deal 1,Yes,No,Yes,Cable,No,Yes,No,No,No,No,No,Yes,One Year,No,Credit Card,Stayed,Unknown,Unknown
60,9,36,81.05,2227.1,0.0,0,471.8,2698.9,81184-BIH,Male,No,Bihar,Deal 3,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
27,6,22,62.45,2045.55,0.0,0,1064.96,3110.51,54671-PUN,Female,Yes,Punjab,Deal 3,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
77,14,20,75.2,1929.35,0.0,0,189.54,2118.89,73571-DEL,Male,No,Delhi,Unknown,Yes,No,Yes,Cable,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
27,2,20,90.4,268.45,0.0,0,94.44,362.89,12056-WES,Male,No,West Bengal,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Joined,Unknown,Unknown
21,4,3,85.65,181.5,0.0,0,80.86,262.36,73101-JAM,Male,Yes,Jammu & Kashmir,Deal 5,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
53,9,2,72.9,651.4,0.0,0,319.41,970.81,84766-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,Churned,Competitor,Competitor made better offer
51,14,1,70.5,3486.65,0.0,0,2224.5,5711.15,33497-HAR,Female,Yes,Haryana,Deal 2,Yes,Yes,Yes,Cable,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
47,11,36,20.1,1389.6,0.0,0,2203.13,3592.73,95107-KER,Female,Yes,Kerala,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
79,2,24,74.9,2303.35,0.0,0,1514.88,3818.23,57610-JAM,Female,No,Jammu & Kashmir,Deal 3,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Attitude,Attitude of support person
53,1,23,100.7,1522.7,0.0,0,436.32,1959.02,71415-KER,Female,Yes,Kerala,Deal 4,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
40,0,30,105.65,6717.9,0.0,0,1191.93,7909.83,28330-GUJ,Female,No,Gujarat,Deal 1,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
41,1,7,114.3,8058.55,0.0,0,1147.68,9206.23,43171-MAH,Male,No,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,Stayed,Unknown,Unknown
39,14,15,19.75,58.85,0.0,0,73.89,132.74,57568-KER,Female,No,Kerala,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Bank Withdrawal,Churned,Attitude,Attitude of support person
18,15,2,24.35,538.5,0.0,0,1104.46,1642.96,12377-UTT,Female,No,Uttar Pradesh,Unknown,Yes,Yes,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
58,3,23,69.85,5102.35,25.24,0,2042.64,7119.75,63614-WES,Female,No,West Bengal,Unknown,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
24,12,4,3.0,465.7,0.0,0,0.0,465.7,78895-HAR,Male,Yes,Haryana,Deal 5,No,Unknown,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
51,11,33,54.4,475.1,0.0,0,12.48,487.58,54667-TEL,Male,Yes,Telangana,Deal 5,Yes,No,Yes,DSL,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
35,12,10,50.55,3364.55,0.0,110,0.0,3474.55,74887-UTT,Female,No,Uttar Pradesh,Deal 1,No,Unknown,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,No,Two Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
33,0,17,21.05,113.85,0.0,0,171.3,285.15,78121-MAH,Male,Yes,Maharashtra,Deal 5,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Churned,Attitude,Attitude of support person
34,11,10,103.7,5036.3,0.0,0,2172.17,7208.47,99322-HAR,Female,Yes,Haryana,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
61,12,15,19.95,1234.8,0.0,0,2416.68,3651.48,44370-AND,Female,No,Andhra Pradesh,Deal 2,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
73,3,23,29.3,355.9,0.0,0,0.0,355.9,89415-WES,Female,Yes,West Bengal,Deal 4,No,Unknown,Yes,DSL,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,Stayed,Unknown,Unknown
59,10,12,54.75,1510.3,0.0,0,977.13,2487.43,17308-HAR,Female,No,Haryana,Unknown,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
60,15,25,60.55,1982.6,0.0,0,1568.35,3550.95,82027-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
35,7,32,86.2,4524.05,0.0,0,233.82,4757.87,82321-PUN,Female,Yes,Punjab,Deal 2,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
61,9,20,95.45,95.45,0.0,0,5.59,101.04,84842-KER,Female,Yes,Kerala,Unknown,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
39,7,10,63.95,318.1,0.0,0,69.8,387.9,59949-KAR,Female,Yes,Karnataka,Deal 5,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
60,8,34,65.35,1231.85,0.0,60,794.01,2085.86,28452-UTT,Male,Yes,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,No,Yes,No,Yes,No,Yes,Yes,No,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
30,11,30,50.2,2554.0,27.01,0,0.0,2526.99,41986-CHH,Male,No,Chhattisgarh,Unknown,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
56,8,33,63.8,4684.3,0.0,0,0.0,4684.3,15658-RAJ,Female,No,Rajasthan,Unknown,No,Unknown,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
49,9,23,20.05,614.45,9.73,0,477.12,1081.84,28367-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
43,2,8,101.15,842.9,0.0,0,135.04,977.94,67882-JAM,Female,Yes,Jammu & Kashmir,Unknown,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor made better offer
38,11,15,65.0,2531.8,0.0,140,1539.55,4211.35,97824-BIH,Female,Yes,Bihar,Deal 2,Yes,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Yes,No,One Year,No,Mailed Check,Stayed,Unknown,Unknown
34,12,16,19.25,86.05,0.0,0,105.05,191.1,63437-MAH,Female,Yes,Maharashtra,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,Yes,Credit Card,Stayed,Unknown,Unknown
55,2,31,36.05,402.6,0.0,100,0.0,502.6,83900-HAR,Female,Yes,Haryana,Unknown,No,Unknown,Yes,DSL,Yes,No,No,Yes,No,No,No,No,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
60,1,20,96.1,453.4,0.0,0,155.45,608.85,46172-ASS,Male,Yes,Assam,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor made better offer
64,7,5,19.05,326.65,0.0,0,664.16,990.81,52174-UTT,Female,No,Uttar Pradesh,Deal 4,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,One Year,No,Credit Card,Stayed,Unknown,Unknown
76,6,23,105.75,7382.85,0.0,0,433.1,7815.95,68783-JAM,Female,No,Jammu & Kashmir,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,Yes,One Year,No,Bank Withdrawal,Stayed,Unknown,Unknown
27,5,20,40.4,422.6,0.0,0,0.0,422.6,59509-ODI,Male,No,Odisha,Unknown,No,Unknown,Yes,DSL,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Credit Card,Stayed,Unknown,Unknown
62,4,27,99.15,6010.05,0.0,0,3009.13,9019.18,43887-MAH,Female,Yes,Maharashtra,Unknown,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Service dissatisfaction
54,13,33,84.8,6046.1,0.0,0,1637.26,7683.36,57878-MAH,Female,No,Maharashtra,Unknown,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
54,13,5,19.85,178.8,0.0,0,366.66,545.46,18160-KAR,Male,No,Karnataka,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Month-to-Month,No,Credit Card,Stayed,Unknown,Unknown
65,13,32,49.45,314.6,0.0,0,234.96,549.56,49879-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
60,4,26,88.8,2274.35,0.0,50,990.34,3314.69,87436-TAM,Female,Yes,Tamil Nadu,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Dissatisfaction,Service dissatisfaction
34,7,6,55.15,322.9,0.0,0,41.88,364.78,78962-TAM,Male,Yes,Tamil Nadu,Deal 5,Yes,No,Yes,Cable,Yes,Yes,No,No,No,No,No,No,Month-to-Month,No,Mailed Check,Stayed,Unknown,Unknown
57,9,28,84.8,888.75,0.0,0,336.27,1225.02,75305-KAR,Male,No,Karnataka,Unknown,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,Stayed,Unknown,Unknown
28,9,19,80.55,80.55,0.0,0,43.67,124.22,44755-JHA,Female,Yes,Jharkhand,Unknown,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,Churned,Competitor,Competitor had better devices
36,0,33,20.15,973.35,0.0,0,138.18,1111.53,36995-TAM,Female,No,Tamil Nadu,Unknown,Yes,No,No,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Two Year,Yes,Bank Withdrawal,Stayed,Unknown,Unknown
26,9,8,58.7,168.6,0.0,0,34.41,203.01,82129-JHA,Female,No,Jharkhand,Deal 5,Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,Joined,Unknown,Unknown
51,0,8,99.5,5424.25,0.0,0,2309.21,7733.46,48217-KAR,Female,Yes,Karnataka,Deal 2,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,Stayed,Unknown,Unknown
26,6,32,99.85,2331.3,0.0,0,872.85,3204.15,56933-MAH,Female,No,Maharashtra,Unknown,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,Churned,Other,Don't know
60,0,23,45.35,89.5,0.0,0,50.98,140.48,68194-UTT,Female,No,Uttar Pradesh,Unknown,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,Churned,Competitor,Competitor had better devices
